StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,I02,I03,I04,I05,I06,I07,C01,C02,C03,I08_1,I09_1,Q01_1,T01_First Click,T01_Last Click,T01_Page Submit,T01_Click Count,Q02_1,T02_First Click,T02_Last Click,T02_Page Submit,T02_Click Count,Q03_1,T03_First Click,T03_Last Click,T03_Page Submit,T03_Click Count,Q04_1,T04_First Click,T04_Last Click,T04_Page Submit,T04_Click Count,Q05_1,T05_First Click,T05_Last Click,T05_Page Submit,T05_Click Count,Q06_1,T06_First Click,T06_Last Click,T06_Page Submit,T06_Click Count,Q07_1,T07_First Click,T07_Last Click,T07_Page Submit,T07_Click Count,Q08_1,T08_First Click,T08_Last Click,T08_Page Submit,T08_Click Count,Q09_1,T09_First Click,T09_Last Click,T09_Page Submit,T09_Click Count,Q10_1,T10_First Click,T10_Last Click,T10_Page Submit,T10_Click Count,Q11_1,T11_First Click,T11_Last Click,T11_Page Submit,T11_Click Count,Q12_1,T12_First Click,T12_Last Click,T12_Page Submit,T12_Click Count,Q13_1,T13_First Click,T13_Last Click,T13_Page Submit,T13_Click Count,Q14_1,T14_First Click,T14_Last Click,T14_Page Submit,T14_Click Count,Q15_1,T15_First Click,T15_Last Click,T15_Page Submit,T15_Click Count
1/21/2020 4:25,1/21/2020 4:45,0,23.227.142.146,100,1194,1,1/21/2020 4:45,R_1rdGsBoV4kqpD45,,,,,40.55110168,-74.46060181,anonymous,EN,2,49,10,6,2,5,,1,1,3,6,3,14.11,17.708,18.612,2,2,21.552,21.552,22.479,1,7,20.281,20.281,22.164,1,7,101.975,101.975,102.949,1,7,30.337,30.337,31.714,1,5,108.292,112.433,113.258,2,7,28.976,28.976,35.139,1,5,13.799,13.799,15.071,1,3,9.683,9.683,11.104,1,7,27.833,34.314,35.157,2,2,20.997,22.51,24.035,2,1,194.438,194.438,196.069,1,7,22.806,23.721,25.041,2,1,9.137,9.137,11.593,1,1,57.282,57.282,60.007,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 4:35,1/21/2020 4:48,0,75.190.204.157,100,817,1,1/21/2020 4:48,R_C7DGWtdbzGIxwBP,,,,,35.40100098,-80.8687973,anonymous,EN,2,55,1,7,1,10,,12,12,2,1,1,8.917,8.917,11.417,1,7,1.749,9.909,10.669,2,7,10.94,16.939,17.826,3,4,9.428,9.428,10.163,1,7,195.373,195.373,198.066,1,3,196.691,205.898,206.901,3,7,9.744,9.744,10.558,1,1,13.869,13.869,14.689,1,7,183.274,183.274,183.93,1,2,8.353,8.353,9.376,1,4,24.228,24.228,25.446,1,3,12.957,12.957,14.645,1,5,17.023,17.023,17.822,1,4,7.811,7.811,8.756,1,4,4.678,4.678,8.744,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 4:37,1/21/2020 4:48,0,70.92.101.12,100,711,1,1/21/2020 4:48,R_6Pack7JxbAKvMch,,,,,37.82499695,-87.56549835,anonymous,EN,2,58,1,4,1,6,,9,4,5,6,2,23.07,23.07,28.337,1,7,19.622,19.622,23.007,1,7,14.827,14.827,16.665,1,7,17.391,28.622,31.546,2,7,16.715,16.715,21.165,1,4,19.885,19.885,22.785,1,7,23.744,23.744,33.755,1,1,11.279,11.279,22.088,1,5,123.551,128.183,130.483,2,4,26.748,26.748,28.913,1,1,24.234,30.465,33.288,2,2,15.844,15.844,24.467,1,7,27.508,29.348,30.832,2,1,18.785,18.785,22.388,1,3,31.346,68.73,75.815,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 4:35,1/21/2020 4:52,0,173.94.144.4,100,1037,1,1/21/2020 4:52,R_3IXN8O7eDenhkXg,,,,,36.50019836,-80.61630249,anonymous,EN,2,39,2,5,1,4,,3,3,1,5,1,88.857,88.857,91.196,1,2,21.52,29.236,30.469,4,5,29.596,42.162,43.829,2,2,52.832,52.832,58.078,1,4,28.173,28.173,31.443,1,5,37.103,37.103,39.724,1,7,49.909,49.909,51.117,1,3,47.066,47.066,49.592,1,7,2.684,84.506,85.663,2,7,50.368,50.368,51.229,1,5,114.833,123.775,126.812,2,5,28.123,41.158,44.94,4,7,56.076,56.076,60.075,1,1,12.207,12.207,16.871,1,1,38.55,38.55,44.52,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 4:39,1/21/2020 5:14,0,71.191.77.216,100,2094,1,1/21/2020 5:14,R_3JkiafxXrBU2GW7,,,,,38.90640259,-77.12779999,anonymous,EN,1,33,1,6,1,6,,10,10,5,5,5,19.63,19.63,114.304,1,5,8.258,8.258,20.485,1,2,12.285,12.285,50.858,1,1,13.295,13.295,133.156,1,5,8.416,8.416,179.359,1,6,12.297,12.297,234.301,1,7,21.441,21.441,35.166,1,5,18.245,18.245,36.03,1,3,17.075,17.075,38.296,1,6,17.996,18.517,254.918,2,3,27.048,27.048,44.561,1,2,9.452,10.275,23.743,3,3,9.751,9.751,231.507,1,3,10.636,10.636,90.919,1,3,9.873,9.873,188.371,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 5:31,1/21/2020 5:35,0,24.18.153.117,100,245,1,1/21/2020 5:35,R_3G6UD8afVLlnwMa,,,,,47.32359314,-122.3186951,anonymous,EN,1,29,1,6,1,3,,20,20,3,1,2,9.717,9.717,10.418,1,5,6.355,6.355,6.707,1,6,8.29,9.442,10.588,2,5,12.569,12.569,13.547,1,3,30.651,36.14,36.853,4,5,6.424,6.424,7.236,1,6,8.047,8.047,9.079,1,2,7.658,7.658,8.897,1,4,23.482,23.482,24.702,1,5,13.124,13.124,14.396,1,2,9.018,14.342,15.06,3,7,5.19,5.19,8.21,1,4,5.887,6.461,7.228,2,3,4.355,4.355,5.196,1,1,10.356,10.863,12.001,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:14,1/21/2020 9:22,0,47.219.203.144,100,479,1,1/21/2020 9:22,R_3EpdHR5QUtziGMw,,,,,31.34660339,-94.83039856,anonymous,EN,1,45,2,7,1,7,,30,30,2,5,1,17.859,18.94,19.934,2,4,18.288,18.288,19.171,1,6,26.693,29.436,29.71,3,4,14.849,16.652,17.061,3,7,11.542,12.757,13.302,2,4,20.611,21.425,22.064,2,7,26.843,31.005,32.056,3,1,8.027,10.651,11.96,4,7,24.664,26.358,26.96,2,6,21.815,25.063,25.716,3,5,19.651,20.809,22.003,2,3,17.784,19.422,20.342,2,7,19.646,23.611,25.555,2,7,14.226,15.371,16.303,2,1,23.434,38.487,42.143,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:18,1/21/2020 9:23,0,174.193.15.232,100,296,1,1/21/2020 9:23,R_2zBVddM23zxZHnm,,,,,35.85380554,-78.68599701,anonymous,EN,1,41,1,7,1,7,,4,4,4,2,3,2.698,2.698,3.839,1,3,10.031,10.935,11.629,3,7,7.13,7.13,8.099,1,5,3.508,5.18,6.522,2,5,2.389,2.389,3.164,1,5,6.721,6.721,7.528,1,2,35.581,36.597,37.347,3,2,7.765,7.765,8.764,1,5,19.137,19.505,20.448,2,4,4.376,4.376,8.398,1,3,7.202,21.354,22.249,24,5,5.417,9.105,10.102,2,3,9.467,9.467,10.608,1,2,5.817,5.817,6.663,1,4,11.944,12.344,13.173,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:13,1/21/2020 9:25,0,85.104.107.172,100,706,1,1/21/2020 9:25,R_2EgyR8ejfYZRtn7,,,,,39.91070557,32.85539246,anonymous,EN,1,35,1,7,1,5,,27,27,3,2,1,29.146,30.177,31.3,2,7,11.674,16.996,18.485,3,3,9.894,15.602,18.019,2,2,16.093,18.69,19.424,2,3,25.69,25.69,26.532,1,1,15.731,16.925,17.636,2,7,30.639,35.169,36.001,3,1,16.343,19.591,20.411,4,6,42.009,63.968,64.938,6,5,12.959,18.398,19.244,3,3,28.926,49.203,50.415,4,2,13.039,15.433,17.087,3,6,27.594,47.262,48.863,3,1,10.491,17.185,40.424,5,1,25.217,25.217,27.928,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:21,1/21/2020 9:25,0,108.254.224.255,100,279,1,1/21/2020 9:25,R_Rw6uL3EyWBxVw2Z,,,,,34.6322937,-89.88549805,anonymous,EN,2,29,1,5,1,1,,20,20,4,1,3,17.554,18.234,18.912,2,4,6.436,6.972,7.328,2,4,8.832,8.832,9.949,1,3,9.706,9.706,10.751,1,5,10.713,11.729,12.231,2,3,10.964,10.964,11.948,1,6,25.873,26.897,27.185,3,1,10.789,11.23,12.173,2,4,19.489,19.986,20.19,2,2,5.792,6.336,6.992,2,3,19.196,19.882,20.616,2,6,8.081,9.984,10.641,3,4,13.875,13.875,14.491,1,1,5.516,5.516,8.787,1,1,12.918,12.918,15.829,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:24,1/21/2020 9:29,0,75.65.145.23,100,308,1,1/21/2020 9:29,R_2BldS9pMg7JpS79,,,,,34.94410706,-89.85440063,anonymous,EN,1,36,1,7,1,1,,5,5,3,6,2,15.425,15.425,16.147,1,2,10.975,10.975,11.768,1,2,13.927,13.927,14.938,1,1,11.497,11.497,12.588,1,2,12.064,18.407,19.866,2,2,9.536,9.536,10.49,1,7,19.405,19.925,22.16,2,2,9.387,9.387,10.766,1,6,13.507,13.507,15.418,1,5,11.795,11.795,12.806,1,6,11.471,11.471,12.795,1,2,10.435,10.435,16.021,1,5,15.627,15.627,16.686,1,2,7.483,7.483,8.229,1,2,18.483,18.483,19.423,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:25,1/21/2020 9:29,0,181.177.84.164,100,246,1,1/21/2020 9:29,R_0lehm4NRL5cPutr,,,,,40.70640564,-73.94730377,anonymous,EN,2,19,1,6,2,6,2,10,2,7,6,5,1.215,1.791,2.266,2,6,51.838,51.838,52.286,1,7,5.053,5.99,6.382,2,6,1.096,1.552,1.928,2,6,1.199,1.199,1.674,1,7,1.124,1.124,1.615,1,6,4.261,4.261,4.751,1,6,1.385,1.823,2.285,2,6,5.305,5.305,5.922,1,7,0,0,2.452,0,6,1.6,1.6,2.625,1,7,1.596,1.596,2.096,1,7,27.6,28.088,28.929,2,7,0.786,1.641,2.235,3,7,1.031,1.951,2.458,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:21,1/21/2020 9:29,0,24.208.204.197,100,517,1,1/21/2020 9:29,R_2QVw7utrh1YthTw,,,,,39.93659973,-83.18379974,anonymous,EN,2,56,1,3,1,4,,10,10,3,1,4,24.176,24.176,25.363,1,6,15.465,15.465,16.787,1,6,16.229,16.229,17.028,1,2,17.521,17.521,18.742,1,6,19.241,19.241,20.678,1,6,15.88,15.88,16.831,1,7,30.078,30.078,31.45,1,1,13.403,13.403,15.21,1,7,8.358,24.392,25.133,2,4,14.628,14.628,15.691,1,4,7.477,29.617,30.798,2,3,20.735,22.52,23.348,2,7,2.903,26.395,27.469,2,2,8.391,8.391,10.105,1,2,27.853,27.853,37.792,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:23,1/21/2020 9:30,0,96.32.19.28,100,395,1,1/21/2020 9:30,R_YXha6m4sHmCdPrj,,,,,41.84669495,-73.01779938,anonymous,EN,2,48,1,3,1,1,,90,90,4,7,1,17.878,17.878,20.68,1,3,6.636,8.9,12.374,2,6,9.398,11.768,13.158,2,1,12.765,17.579,23.379,2,7,11.515,11.515,13.429,1,3,12.63,12.63,13.705,1,7,16.807,16.807,18.481,1,1,9.706,9.706,10.747,1,6,22.914,24.66,30.097,2,3,17.091,20.505,28.263,3,7,25.439,25.439,27.036,1,4,8.559,13.913,15.122,2,7,10.235,10.235,18.652,1,1,6.277,6.277,14.016,1,1,11.506,11.506,19.863,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:21,1/21/2020 9:31,0,173.198.160.217,100,584,1,1/21/2020 9:31,R_zSA9YrK02uRD9i9,,,,,43.96009827,-111.6975021,anonymous,EN,2,59,1,5,1,5,,5,5,3,5,1,33.639,33.639,36.5,1,4,19.38,19.38,20.997,1,7,20.085,26.901,35.195,3,2,20.411,20.411,22.022,1,7,20.116,20.116,21.656,1,4,17.532,17.532,18.983,1,7,21.537,21.537,22.835,1,2,16.751,16.751,24.061,1,7,19.421,19.421,20.128,1,4,20.181,20.181,21.321,1,3,50.348,50.348,51.415,1,2,17.913,17.913,18.932,1,7,11.576,11.576,17.678,1,7,14.762,14.762,16.548,1,2,22.076,28.038,42.267,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:29,1/21/2020 9:31,0,174.126.244.111,100,158,1,1/21/2020 9:31,R_2xy24eYgy4TRGQm,,,,,33.479599,-88.35279846,anonymous,EN,2,43,1,6,1,7,,4,4,7,7,3,1.314,1.314,2.062,1,5,9.997,10.745,12.347,2,2,8.539,11.339,12.345,2,5,1.326,1.742,2.591,2,5,1.222,1.804,2.621,2,5,1.317,1.317,2.042,1,5,1.963,1.963,2.914,1,4,1.432,1.432,2.123,1,3,7.479,7.479,15.337,1,3,3.893,12.057,13.038,4,3,2.307,2.307,3.163,1,4,2.478,11.106,11.688,3,3,1.916,2.978,3.78,2,5,1.259,2.823,3.579,4,1,2.228,5.728,6.57,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:22,1/21/2020 9:31,0,35.136.105.139,100,538,1,1/21/2020 9:31,R_2Tt6FCoFqTwTQYZ,,,,,28.30220032,-82.62640381,anonymous,EN,2,69,1,4,1,4,,10,10,6,7,1,19.698,19.698,21.11,1,5,15.789,15.789,16.601,1,3,15.554,15.554,16.307,1,1,18.836,18.836,20.129,1,6,18.637,18.637,19.538,1,3,20.405,20.405,21.768,1,7,28.097,28.097,29.437,1,1,28.192,28.192,29.391,1,7,36.298,39.448,40.969,2,5,20.42,20.42,21.615,1,3,43.997,45.902,47.001,2,2,17.247,17.247,19.193,1,7,22.636,22.636,23.574,1,1,9.334,10.906,12.23,2,3,20.273,26.547,31.868,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:21,1/21/2020 9:33,0,98.247.201.166,100,744,1,1/21/2020 9:33,R_1OVTNRkiAUagtUr,,,,,47.80220032,-122.2859955,anonymous,EN,2,36,1,5,1,1,,1,1,3,1,1,18.655,18.655,20.392,1,3,47.795,47.795,50.016,1,7,14.549,14.549,15.457,1,3,19.275,19.275,20.772,1,7,15.298,15.298,16.126,1,5,28.522,28.522,31.024,1,6,147.702,147.702,152.033,1,1,22.971,22.971,24.776,1,3,26.184,45.708,48.452,2,2,42.892,45.423,47.866,2,5,52.463,72.428,74,2,2,12.634,12.634,17.802,1,7,24.523,24.523,26.515,1,4,13.904,13.904,18.214,1,1,48.843,54.964,56.528,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:27,1/21/2020 9:35,0,98.159.196.54,100,502,1,1/21/2020 9:35,R_1Eb3P7X2eqcFDWO,,,,,34.61799622,-86.05619812,anonymous,EN,1,25,1,6,1,2,,10,3,2,7,4,2.686,2.686,4.214,1,4,4.602,4.602,5.916,1,1,2.099,2.099,6.793,1,1,4.569,4.569,6.705,1,5,3.49,3.49,4.904,1,1,7.909,7.909,9.297,1,7,4.067,4.067,5.635,1,4,7.401,7.401,8.991,1,1,0.679,0.679,2.318,1,1,0.983,0.983,3.129,1,2,3.803,3.803,5.691,1,1,6.927,6.927,8.292,1,6,2.785,2.785,4.25,1,4,8.284,8.284,9.682,1,5,8.102,8.102,9.863,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:30,1/21/2020 9:35,0,68.55.239.196,100,301,1,1/21/2020 9:35,R_3KCtdYOXf4L0w1b,,,,,42.65629578,-83.12310028,anonymous,EN,1,52,1,4,1,3,,15,15,4,2,5,9.237,9.237,10.343,1,2,9.839,11.571,12.581,2,4,11.687,11.687,13.078,1,3,8.601,10.694,17.49,2,6,16.011,16.011,17.126,1,2,7.758,7.758,9.069,1,7,9.039,9.039,9.819,1,2,9.528,10.554,11.973,2,4,12.141,12.141,20.789,1,2,15.439,16.216,23.703,2,1,7.53,7.53,9.802,1,1,6.314,6.314,8.223,1,4,13.401,13.401,21.884,1,1,10.52,10.52,12.236,1,3,10.201,10.201,15.371,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:27,1/21/2020 9:35,0,107.185.127.204,100,526,1,1/21/2020 9:35,R_1nNLwJld25B0biE,,,,,33.96749878,-118.1464005,anonymous,EN,1,28,6,3,1,3,,10,10,2,2,7,11.977,12.696,13.359,2,6,2.199,14.383,15.437,2,6,6.023,8.975,9.668,2,7,9.928,9.928,11.198,1,2,3.216,11.504,11.742,4,2,2.452,2.452,3.554,1,7,6.962,6.962,9.879,1,4,11.149,11.149,11.954,1,2,10.494,12.166,12.434,3,7,4.191,4.191,14.909,1,2,3.707,3.707,8.873,1,5,1.163,10.539,11.392,3,4,12.767,12.767,13.334,1,1,82.848,88.448,89.191,3,1,6.154,6.154,10.606,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:31,1/21/2020 9:38,0,76.98.104.58,100,385,1,1/21/2020 9:38,R_1dtRgO9iDuDmknp,,,,,40.03450012,-75.11930084,anonymous,EN,1,40,1,3,1,1,,45,45,4,4,1,4.925,6.482,7.854,2,1,5.703,5.703,6.892,1,7,6.946,6.946,7.861,1,7,9.16,10.378,10.937,2,6,10.812,10.812,11.415,1,7,13.429,13.429,14.314,1,7,18.797,18.797,19.488,1,1,20.767,20.767,21.489,1,7,13.939,13.939,14.544,1,4,18.115,18.115,19.032,1,7,12.348,12.348,13.115,1,7,7.88,7.88,8.575,1,5,10.145,10.145,11.289,1,3,15.956,15.956,16.679,1,3,15.331,36.659,38.003,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:26,1/21/2020 9:38,0,24.127.94.39,100,761,1,1/21/2020 9:38,R_3Jgu1QcYuFd4dJK,,,,,42.64559937,-83.35630035,anonymous,EN,1,52,1,6,1,2,,1,1,2,1,7,14.561,14.561,18.146,1,3,10.471,10.471,11.793,1,2,23.895,23.895,27.48,1,1,28.636,32.979,33.8,2,7,17.789,17.789,20.484,1,2,15.819,15.819,17.25,1,1,30.073,30.073,31.01,1,3,14.894,313.717,314.893,2,7,29.491,29.491,32.189,1,6,18.988,18.988,20.376,1,6,23.104,29.726,32.138,3,3,15.137,15.137,20.532,1,5,30.577,36.611,37.872,2,4,8.979,8.979,14.016,1,1,21.405,21.405,24.02,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:34,1/21/2020 9:41,0,69.253.66.208,100,391,1,1/21/2020 9:41,R_11gpPJfEPBjhZPg,,,,,40.2684021,-75.39029694,anonymous,EN,1,24,1,6,1,5,,5,5,1,1,5,16.504,16.504,17.516,1,6,16.936,21.591,22.324,3,2,9.85,9.85,11.045,1,2,11.183,11.183,12.067,1,5,13.822,21.918,22.818,4,7,23.135,23.135,26.916,1,7,17.916,17.916,21.072,1,1,9.753,9.753,11.061,1,7,15.189,20.317,20.755,3,5,26.904,27.52,27.813,2,7,56.79,56.79,58.626,1,7,7.173,7.173,9.289,1,1,5.372,5.372,7.697,1,1,4.053,4.053,5.641,1,1,13.952,13.952,15.764,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:33,1/21/2020 9:42,0,144.92.38.238,100,492,1,1/21/2020 9:42,R_1QzREbbkIoJm9Gh,,,,,43.07820129,-89.40750122,anonymous,EN,1,38,1,7,1,4,,15,15,1,1,7,26.878,26.878,27.815,1,1,12.462,12.462,19.117,1,4,13.868,13.868,15.604,1,1,17.068,17.068,17.981,1,7,22.753,22.753,23.511,1,7,14.476,14.476,25.018,1,7,27.534,27.534,28.358,1,4,26.178,26.178,26.91,1,1,26.238,26.238,46.92,1,7,21.188,21.188,23.814,1,7,27.751,27.751,31.288,1,7,25.944,25.944,27.05,1,1,27.724,27.724,29.276,1,7,8.501,8.501,10.028,1,4,32.942,32.942,44.466,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:34,1/21/2020 9:42,0,132.236.163.26,100,476,1,1/21/2020 9:42,R_2XcyQ0ziDHbJMhA,,,,,42.44709778,-76.48539734,anonymous,EN,2,47,1,7,1,6,,10,10,3,4,5,35.368,35.368,36.823,1,4,13.914,20.323,21.246,2,4,15.442,15.442,17.132,1,3,12.182,12.182,13.24,1,6,13.492,13.492,15.837,1,1,19.377,26.369,32.901,2,6,30.603,30.603,39.616,1,2,13.624,13.624,14.919,1,6,24.259,24.259,29.35,1,3,26.322,26.322,28.819,1,3,49.349,49.349,51.476,1,5,8.617,8.617,10.538,1,7,15.412,15.412,20.018,1,1,5.765,5.765,7.813,1,1,15.547,15.547,18.297,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:34,1/21/2020 9:44,0,174.227.136.138,100,563,1,1/21/2020 9:44,R_1qewSD2gBhXiStO,,,,,28.57879639,-81.43959808,anonymous,EN,1,36,1,7,1,7,,4,4,7,7,7,16.854,26.971,28.612,7,7,65.947,69.212,70.71,4,7,59.463,68.823,70.4,6,3,24.743,38.151,39.098,8,6,1.362,11.363,12.632,4,6,1.331,10.555,12.669,8,7,11.597,34.001,35.051,7,7,12.796,28.448,29.878,9,5,4.115,14.055,15.083,6,5,21.592,40.384,42.216,6,1,15.667,23.749,24.883,8,1,10.7,18.935,19.924,6,7,1.826,11.808,13.976,6,1,7.841,9.445,10.417,3,1,1.365,8.798,10.07,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:36,1/21/2020 9:44,0,138.43.173.82,100,474,1,1/21/2020 9:44,R_QayzaLFjhGqwEUh,,,,,36.5052948,-84.52929688,anonymous,EN,2,35,1,7,1,6,,45,45,2,1,2,22.08,22.08,23.083,1,5,11.571,11.571,12.286,1,3,15.245,15.245,16.164,1,1,14.921,14.921,16.215,1,7,19.228,19.228,20.021,1,2,17.238,17.238,18.111,1,7,47.075,47.075,47.92,1,1,17.931,17.931,19.624,1,7,48.428,48.428,49.575,1,5,23.341,23.341,24.378,1,3,34.83,34.83,35.962,1,1,16.035,16.035,16.846,1,3,24.975,24.975,25.977,1,5,10.501,12.737,13.56,2,3,25.129,25.129,27.511,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2020 9:44,1/21/2020 9:47,0,64.130.181.82,100,148,1,1/21/2020 9:47,R_263kqgrgUzxnitq,,,,,36.99040222,-85.92389679,anonymous,EN,1,29,1,3,1,2,,5,3,2,2,3,1.672,1.672,2.537,1,5,0.974,2.263,2.867,2,4,2.633,3.933,4.61,2,5,0.917,1.403,2.081,2,5,1.538,1.538,2.284,1,5,1.926,1.926,2.623,1,4,0.926,0.926,1.738,1,5,1.301,1.301,5.858,1,5,1.342,1.342,2.659,1,5,0.885,0.885,1.429,1,6,1.864,1.864,2.48,1,5,1.391,1.391,2.107,1,3,1.345,2.285,3.381,2,5,0.96,0.96,1.547,1,4,0.769,3.295,3.952,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
